# Global Ionospheric Radio Observatory (GIRO)
# GIRO Digital Ionogram Database (DIDBase)
# Tabulated Rapid Access Ionospheric Characteristics, Version 1.1
# Generated by FastChar.GetBest on 2026-08-31T08:22:50.294Z
#
# Location: GEO (  8.5 N     4.5 E ), URSI-Code IL008, ILORIN
# Query for measurement interval of time: 2010-01-01T00:00:00.000Z - 2010-12-31T23:40:00.000Z
# Requested by unknown guest from IP:102.89.82.60
# Instrument: Ionosonde, Model: [DPS-4]
#
# Data Selection:
# CS [percent] = Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2[MHz] = F2 layer critical frequency
# hmF2[km] = Peak height F2-layer
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of IL008 data provider
#
# Time                    CS   foF2 QD   hmF2 QD
2010-04-01T15:15:00.000Z 100  9.650 //  327.2 //
2010-04-01T15:30:00.000Z 100 10.000 //  323.4 //
2010-04-01T15:45:00.000Z 100 10.100 //  318.7 //
2010-04-01T16:00:00.000Z 100 10.400 //  311.9 //
2010-04-01T16:15:00.000Z 100 10.450 //  309.9 //
2010-04-01T16:30:00.000Z 100 10.650 //  305.4 //
2010-04-01T16:45:00.000Z 100 10.750 //  304.8 //
2010-04-01T17:00:00.000Z 100 10.700 //  311.0 //
2010-04-01T17:15:00.000Z 100 10.575 //  318.4 //
2010-04-01T17:30:00.000Z 100 10.512 //  330.2 //
2010-04-01T17:45:00.000Z 100 10.350 //  350.4 //
2010-04-01T18:00:00.000Z  75  9.900 //  378.1 //
2010-04-01T18:15:00.000Z  75  9.350 //  391.4 //
2010-04-01T18:30:00.000Z 100  9.000 //  437.2 //
2010-04-01T18:45:00.000Z  50  5.250 //  414.0 //
2010-04-01T19:00:00.000Z   0  8.600 //  413.3 //
2010-04-01T19:15:00.000Z  50  8.700 //  366.4 //
2010-04-01T19:30:00.000Z  33 11.000 //  378.1 //
2010-04-01T20:15:00.000Z  75  8.700 //  370.8 //
2010-04-01T20:30:00.000Z  50  4.750 //  333.5 //
2010-04-01T20:45:00.000Z  75  8.300 //  350.3 //
2010-04-01T21:00:00.000Z   0  6.700 //  335.6 //
2010-04-01T21:15:00.000Z  75  6.650 //  318.1 //
2010-04-01T21:30:00.000Z   0  7.850 //  285.2 //
2010-04-01T21:45:00.000Z  75  8.250 //  302.4 //
2010-04-01T22:00:00.000Z   0  6.450 //  320.3 //
2010-04-01T22:15:00.000Z   0  5.250 //  259.8 //
2010-04-01T22:30:00.000Z  75  8.800 //  279.8 //
2010-04-01T22:45:00.000Z  50  8.650 //  271.9 //
2010-04-01T23:00:00.000Z  33  8.250 //  260.2 //
2010-04-01T23:15:00.000Z   0  7.150 //  229.2 //
2010-04-01T23:30:00.000Z  50  9.200 //  247.2 //
2010-04-01T23:45:00.000Z  75  8.250 //  231.2 //
2010-04-02T00:00:00.000Z  75  8.800 //  249.7 //
2010-04-02T00:15:00.000Z  75  8.600 //  261.5 //
2010-04-02T00:30:00.000Z  50  7.850 //  251.9 //
2010-04-02T00:45:00.000Z  50  7.650 //  257.8 //
2010-04-02T01:00:00.000Z  33  7.150 //  248.5 //
2010-04-02T01:15:00.000Z  75  7.150 //  275.2 //
2010-04-02T01:30:00.000Z  75  7.050 //  265.2 //
2010-04-02T01:45:00.000Z  33  6.500 //  265.0 //
2010-04-02T02:00:00.000Z  75  6.250 //  269.1 //
2010-04-02T02:15:00.000Z  75  5.650 //  268.5 //
2010-04-02T02:30:00.000Z  75  5.300 //  272.9 //
2010-04-02T02:45:00.000Z  75  5.050 //  282.5 //
2010-04-02T03:00:00.000Z  75  4.650 //  274.7 //
2010-04-02T03:15:00.000Z  75  4.450 //  271.7 //
2010-04-02T03:30:00.000Z  75  4.150 //  288.6 //
2010-04-02T03:45:00.000Z 100  4.000 //  295.7 //
2010-04-02T04:00:00.000Z  75  4.000 //  267.5 //
2010-04-02T04:15:00.000Z 100  3.800 //  260.2 //
2010-04-02T04:30:00.000Z 100  3.200 //  269.8 //
2010-04-02T04:45:00.000Z  75  2.550 //  255.0 //
2010-04-02T05:00:00.000Z 100  1.700 //  236.1 //
2010-04-02T05:15:00.000Z 100  1.550 //  213.5 //
2010-04-02T05:30:00.000Z  75  2.450 //  243.2 //
2010-04-02T05:45:00.000Z 100  4.075 //  261.7 //
2010-04-02T06:00:00.000Z  75  4.950 //  244.2 //
2010-04-02T06:15:00.000Z 100  5.800 //  241.6 //
2010-04-02T06:30:00.000Z 100  6.575 //  241.4 //
2010-04-02T06:45:00.000Z 100  7.002 /_  245.9 /_
2010-04-02T07:00:00.000Z 100  7.175 /_  263.4 /_
2010-04-02T07:15:00.000Z 100  7.550 //  268.1 //
2010-04-02T07:30:00.000Z 100  7.750 //  285.2 //
2010-04-02T07:45:00.000Z 100  7.800 /_  302.9 /_
2010-04-02T08:00:00.000Z 100  8.025 //  318.8 //
2010-04-02T08:15:00.000Z 100  8.050 //  345.7 //
2010-04-02T08:30:00.000Z  75  7.375 //  349.2 //
2010-04-02T08:45:00.000Z  75  7.450 //  364.4 //
2010-04-02T09:00:00.000Z  75  7.375 //  353.5 //
2010-04-02T09:15:00.000Z  75  7.200 //  347.8 //
2010-04-02T09:30:00.000Z 100  7.175 //  358.0 //
2010-04-02T09:45:00.000Z  75  7.025 //  362.6 //
2010-04-02T10:00:00.000Z 100  6.750 //  360.9 //
2010-04-02T10:15:00.000Z  75  6.675 //  362.0 //
2010-04-02T10:30:00.000Z 100  6.675 //  336.2 //
2010-04-02T10:45:00.000Z 100  6.725 //  320.9 //
2010-04-02T11:00:00.000Z 100  6.875 //  333.4 //
2010-04-02T11:15:00.000Z 100  7.075 //  367.4 //
2010-04-02T11:30:00.000Z 100  7.225 //  353.1 //
2010-04-02T11:45:00.000Z 100  7.475 //  335.8 //
2010-04-02T12:00:00.000Z 100  7.575 //  347.7 //
2010-04-02T12:15:00.000Z 100  7.675 //  328.3 //
2010-04-02T12:30:00.000Z 100  7.650 //  329.8 //
2010-04-02T12:45:00.000Z 100  7.725 //  335.8 //
2010-04-02T13:00:00.000Z 100  7.900 //  360.8 //
2010-04-02T13:15:00.000Z   0  8.050 //    --- __
2010-04-02T13:30:00.000Z 100  8.175 //  344.4 //
2010-04-02T13:45:00.000Z 100  8.300 //  360.7 //
2010-04-02T14:00:00.000Z 100  8.400 //  363.6 //
2010-04-02T14:15:00.000Z 100  8.650 //  361.5 //
2010-04-02T14:30:00.000Z 100  8.900 //  365.5 //
2010-04-02T14:45:00.000Z 100  9.250 //  359.3 //
2010-04-02T15:00:00.000Z 100  9.375 //  342.3 //
2010-04-02T15:15:00.000Z  75  9.500 //  352.6 //
2010-04-02T15:30:00.000Z 100  9.600 //  346.7 //
2010-04-02T15:45:00.000Z 100  9.500 //  328.0 //
2010-04-02T16:00:00.000Z  75  9.250 //  316.9 //
2010-04-02T16:15:00.000Z 100  9.350 //  331.0 //
2010-04-02T16:30:00.000Z  75  9.250 //  329.5 //
2010-04-02T16:45:00.000Z  75  9.250 //  342.3 //
2010-04-02T17:00:00.000Z  75  9.300 //  350.9 //
2010-04-02T17:15:00.000Z  75  9.300 //  343.8 //
2010-04-02T17:30:00.000Z  75  9.150 //  341.3 //
2010-04-02T17:45:00.000Z  75  9.300 //  350.0 //
2010-04-02T18:00:00.000Z  75  9.300 //  350.1 //
2010-04-02T18:15:00.000Z  75  9.350 //  353.0 //
2010-04-02T18:30:00.000Z  75  9.350 //  363.6 //
2010-04-02T18:45:00.000Z  75  9.200 //  348.4 //
2010-04-02T19:00:00.000Z  75  8.750 //  333.2 //
2010-04-02T19:15:00.000Z  50  9.000 //  335.0 //
2010-04-02T19:30:00.000Z  75  9.050 //  327.3 //
2010-04-02T19:45:00.000Z  75  9.300 /_  322.9 /_
2010-04-02T20:00:00.000Z  75  9.350 /_  326.1 /_
2010-04-02T20:15:00.000Z  75  9.300 //  329.0 //
2010-04-02T20:30:00.000Z  75  8.700 //  314.9 //
2010-04-02T20:45:00.000Z 100  8.800 //  334.7 //
2010-04-02T21:00:00.000Z  75  9.150 //  362.7 //
2010-04-02T21:15:00.000Z  50  5.850 //  313.9 //
2010-04-02T21:30:00.000Z  33  7.850 //  366.9 //
2010-04-02T21:45:00.000Z  50  8.200 //  340.7 //
2010-04-02T22:00:00.000Z  33  7.050 //  317.4 //
2010-04-02T22:15:00.000Z   0  5.000 //  286.7 //
2010-04-02T22:30:00.000Z  50  8.650 //  320.5 //
2010-04-02T22:45:00.000Z   0  4.300 //  269.5 //
2010-04-02T23:00:00.000Z   0  5.800 //  265.1 //
2010-04-02T23:15:00.000Z  75  8.450 //  283.6 //
2010-04-02T23:30:00.000Z  75  8.950 //  303.2 //
2010-04-02T23:45:00.000Z  50  8.450 //  284.6 //
2010-04-03T00:45:00.000Z  75  7.950 //  294.9 //
2010-04-03T01:00:00.000Z  75  7.800 //  279.5 //
2010-04-03T01:15:00.000Z  33  6.550 //  279.0 //
2010-04-03T01:30:00.000Z  75  7.150 //  315.8 //
2010-04-03T01:45:00.000Z  75  6.950 /_  275.2 /_
2010-04-03T02:00:00.000Z  50  6.750 //  261.9 //
2010-04-03T02:15:00.000Z  50  6.450 /_  280.9 /_
2010-04-03T02:30:00.000Z  50  6.150 /_  271.6 /_
2010-04-03T02:45:00.000Z  50  5.600 //  243.4 //
2010-04-03T03:00:00.000Z  50  5.150 /_  246.3 /_
2010-04-03T03:15:00.000Z  50  5.150 /_  250.6 /_
2010-04-03T03:30:00.000Z  50  4.750 /_  243.0 /_
2010-04-03T03:45:00.000Z  75  4.350 /_  265.3 /_
2010-04-03T04:00:00.000Z  75  3.650 /_  255.3 /_
2010-04-03T04:15:00.000Z  75  3.150 /_  248.5 /_
2010-04-03T04:30:00.000Z  75  2.850 /_  266.4 /_
2010-04-03T04:45:00.000Z  75  2.300 //  289.3 //
2010-04-03T05:00:00.000Z  75  1.950 //  268.0 //
2010-04-03T05:30:00.000Z  50  3.050 /_  277.6 /_
2010-04-03T05:45:00.000Z  75  4.200 /_  285.3 /_
2010-04-03T06:00:00.000Z  75  5.113 /_  248.1 /_
2010-04-03T06:15:00.000Z 100  5.913 /_  247.0 /_
2010-04-03T06:30:00.000Z  75  6.356 /_  246.0 /_
2010-04-03T06:45:00.000Z 100  6.950 /_  247.6 /_
2010-04-03T07:00:00.000Z 100  7.350 /_  259.8 /_
2010-04-03T07:15:00.000Z 100  7.700 /_  269.6 /_
2010-04-03T07:30:00.000Z 100  8.050 /_  274.2 /_
2010-04-03T07:45:00.000Z 100  8.300 //  285.9 //
2010-04-03T08:00:00.000Z 100  8.506 /_  299.4 /_
2010-04-03T08:15:00.000Z 100  8.556 //  313.2 //
2010-04-03T08:30:00.000Z 100  8.512 //  325.2 //
2010-04-03T08:45:00.000Z 100  8.563 //  344.7 //
2010-04-03T09:00:00.000Z 100  8.300 //  360.3 //
2010-04-03T09:15:00.000Z 100  8.150 /_  388.9 /_
2010-04-03T09:30:00.000Z 100  7.900 /_  411.2 /_
2010-04-03T09:45:00.000Z 100  7.525 //  369.8 //
2010-04-03T10:00:00.000Z 100  7.375 /_  365.6 /_
2010-04-03T10:15:00.000Z 100  7.175 //  336.8 //
2010-04-03T10:30:00.000Z 100  7.075 //  355.4 //
2010-04-03T10:45:00.000Z 100  7.100 //  365.1 //
2010-04-03T11:00:00.000Z 100  7.150 //  351.9 //
2010-04-03T11:15:00.000Z 100  7.275 //  355.2 //
2010-04-03T11:30:00.000Z 100  7.275 //  328.1 //
2010-04-03T11:45:00.000Z 100  7.425 //  344.3 //
2010-04-03T12:00:00.000Z 100  7.425 //  347.8 //
2010-04-03T12:15:00.000Z 100  7.375 //  338.4 //
2010-04-03T12:30:00.000Z 100  7.425 //  350.4 //
2010-04-03T12:45:00.000Z 100  7.575 //  375.8 //
2010-04-03T13:00:00.000Z 100  7.625 //  346.0 //
2010-04-03T13:15:00.000Z 100  7.775 /_  352.8 /_
2010-04-03T13:30:00.000Z 100  7.925 //  345.3 //
2010-04-03T13:45:00.000Z 100  8.075 /_  337.6 /_
2010-04-03T14:00:00.000Z 100  8.125 /_  339.6 /_
2010-04-03T14:15:00.000Z 100  8.225 //  338.9 //
2010-04-03T14:30:00.000Z 100  8.325 //  334.3 //
2010-04-03T14:45:00.000Z 100  8.512 /_  346.5 /_
2010-04-03T15:00:00.000Z 100  8.625 /_  352.5 /_
2010-04-03T15:15:00.000Z 100  8.675 //  343.9 //
2010-04-03T15:30:00.000Z 100  8.925 //  354.6 //
2010-04-03T15:45:00.000Z 100  8.825 //  343.1 //
2010-04-03T16:00:00.000Z 100  8.825 /_  346.5 /_
2010-04-03T16:15:00.000Z 100  8.800 //  347.4 //
2010-04-03T16:30:00.000Z 100  8.850 //  336.7 //
2010-04-03T16:45:00.000Z 100  9.050 /_  355.1 /_
2010-04-03T17:00:00.000Z 100  9.200 /_  347.5 /_
2010-04-03T17:15:00.000Z 999  9.300 /_  343.5 /_
2010-04-03T17:30:00.000Z  75  9.300 //  333.1 //
2010-04-03T17:45:00.000Z  75  9.350 /_  330.5 /_
2010-04-03T18:00:00.000Z  75  9.300 /_  338.2 /_
2010-04-03T18:15:00.000Z 100  9.250 /_  357.3 /_
2010-04-03T18:30:00.000Z 100  9.100 /_  373.4 /_
2010-04-03T18:45:00.000Z  75  8.850 /_  407.3 /_
2010-04-03T19:00:00.000Z  75  8.300 //  399.3 //
2010-04-03T19:15:00.000Z  75  6.700 //  382.8 //
2010-04-03T19:30:00.000Z  50  7.950 /_  389.6 /_
2010-04-03T19:45:00.000Z  75  8.250 /_  411.5 /_
2010-04-03T20:00:00.000Z  50  8.150 /_  424.9 /_
2010-04-03T21:30:00.000Z  33  5.100 //  356.5 //
2010-04-03T22:30:00.000Z  33  8.050 /_  305.6 /_
2010-04-03T23:30:00.000Z   0  8.150 //  255.8 //
2010-04-03T23:45:00.000Z  33  7.850 //  254.6 //
2010-04-04T00:00:00.000Z   0  8.200 /_  262.0 /_
2010-04-04T00:15:00.000Z  75  7.900 /_  272.6 /_
2010-04-04T00:30:00.000Z  75  7.450 /_  254.2 /_
2010-04-04T00:45:00.000Z  75  7.150 /_  256.0 /_
2010-04-04T01:00:00.000Z  33  5.500 /_  222.2 /_
2010-04-04T01:15:00.000Z  75  6.650 /_  243.0 /_
2010-04-04T01:30:00.000Z  50  6.400 /_  248.8 /_
2010-04-04T01:45:00.000Z  33  5.650 /_  239.2 /_
2010-04-04T03:00:00.000Z  75  4.300 /_  256.2 /_
2010-04-04T03:15:00.000Z  75  3.750 /_  254.3 /_
2010-04-04T03:30:00.000Z  75  3.650 /_  273.3 /_
2010-04-04T03:45:00.000Z 100  3.500 /_  262.8 /_
2010-04-04T04:00:00.000Z 100  3.350 /_  260.5 /_
2010-04-04T04:15:00.000Z  75  3.100 /_  255.9 /_
2010-04-04T04:30:00.000Z 100  2.900 /_  273.5 /_
2010-04-04T04:45:00.000Z 100  2.600 /_  270.5 /_
2010-04-04T05:00:00.000Z  75  2.350 /_  264.0 /_
2010-04-04T05:15:00.000Z 100  2.250 /_  304.9 /_
2010-04-04T05:30:00.000Z 100  3.350 /_  308.5 /_
2010-04-04T05:45:00.000Z  75  4.300 /_  248.1 /_
2010-04-04T06:00:00.000Z  75  5.356 /_  243.3 /_
2010-04-04T06:15:00.000Z 100  6.250 /_  242.7 /_
2010-04-04T06:30:00.000Z 100  6.807 /_  239.4 /_
2010-04-04T06:45:00.000Z 100  7.153 /_  239.7 /_
2010-04-04T07:00:00.000Z 100  7.163 /_  242.9 /_
2010-04-04T07:15:00.000Z 100  7.400 /_  245.3 /_
2010-04-04T07:30:00.000Z  75  7.963 /_  267.3 /_
2010-04-04T07:45:00.000Z 100  8.501 /_  247.0 /_
2010-04-04T08:00:00.000Z 100  8.762 /_  249.4 /_
2010-04-04T08:15:00.000Z 100  8.706 /_  257.3 /_
2010-04-04T08:30:00.000Z  75  8.712 /_  261.0 /_
2010-04-04T08:45:00.000Z   0  8.850 /_    --- __
2010-04-04T09:00:00.000Z 100  8.762 /_  286.6 /_
2010-04-04T09:15:00.000Z 100  8.857 /_  303.2 /_
2010-04-04T09:30:00.000Z 100  9.006 /_  310.3 /_
2010-04-04T09:45:00.000Z 100  9.175 /_  324.9 /_
2010-04-04T10:00:00.000Z 100  9.107 /_  342.5 /_
2010-04-04T10:15:00.000Z 100  9.056 /_  361.8 /_
2010-04-04T10:30:00.000Z  75  8.854 /_  375.6 /_
2010-04-04T10:45:00.000Z 100  8.225 /_  372.8 /_
2010-04-04T11:00:00.000Z 100  8.125 /_  383.0 /_
2010-04-04T11:15:00.000Z 100  7.925 /_  371.3 /_
2010-04-04T11:30:00.000Z 100  7.825 /_  357.1 /_
2010-04-04T11:45:00.000Z 100  7.775 /_  347.2 /_
2010-04-04T12:00:00.000Z 100  7.925 /_  366.2 /_
2010-04-04T12:15:00.000Z 100  7.925 /_  342.8 /_
2010-04-04T12:30:00.000Z 100  7.875 /_  340.5 /_
2010-04-04T12:45:00.000Z 100  7.925 /_  343.9 /_
2010-04-04T13:00:00.000Z 100  8.000 /_  368.8 /_
2010-04-04T13:15:00.000Z 100  8.000 /_  370.5 /_
2010-04-04T13:30:00.000Z 100  8.125 /_  385.6 /_
2010-04-04T13:45:00.000Z 100  8.075 /_  360.1 /_
2010-04-04T14:00:00.000Z 100  8.125 /_  373.7 /_
2010-04-04T14:15:00.000Z 100  8.250 /_  363.5 /_
2010-04-04T14:30:00.000Z 100  8.400 /_  364.3 /_
2010-04-04T14:45:00.000Z 100  8.594 /_  369.7 /_
2010-04-04T15:00:00.000Z   0  8.688 /_  359.3 /_
2010-04-04T15:15:00.000Z 100  8.775 /_  335.9 /_
2010-04-04T15:30:00.000Z 100  8.825 /_  332.7 /_
2010-04-04T15:45:00.000Z 100  8.975 /_  350.1 /_
2010-04-04T16:00:00.000Z 100  9.125 /_  352.1 /_
2010-04-04T16:15:00.000Z 100  9.250 /_  338.5 /_
2010-04-04T16:30:00.000Z  75  9.250 /_  338.2 /_
2010-04-04T16:45:00.000Z  75  9.400 /_  333.7 /_
2010-04-04T17:55:00.000Z  75  9.450 /_  360.1 /_
2010-04-04T18:15:00.000Z  75  9.150 /_  372.4 /_
2010-04-04T18:30:00.000Z  75  8.850 /_  398.8 /_
2010-04-04T18:45:00.000Z  33  8.450 /_  429.4 /_
2010-04-04T19:00:00.000Z  33  8.350 /_  489.3 /_
2010-04-04T22:45:00.000Z  75  6.700 /_  276.4 /_
2010-04-04T23:00:00.000Z  33  7.100 /_  270.7 /_
2010-04-04T23:15:00.000Z   0  7.050 /_    --- __
2010-04-04T23:30:00.000Z  50  7.150 /_  282.2 /_
2010-04-04T23:45:00.000Z  50  7.150 /_  306.2 /_
2010-04-05T00:00:00.000Z  75  7.000 /_  321.1 /_
2010-04-05T00:15:00.000Z  75  6.850 /_  329.9 /_
2010-04-05T00:30:00.000Z  50  5.650 /_  282.2 /_
2010-04-05T02:45:00.000Z  50  7.000 /_  296.6 /_
2010-04-05T03:30:00.000Z   0  5.600 /_  285.2 /_
2010-04-05T03:45:00.000Z  75  5.700 /_  285.8 /_
2010-04-05T04:00:00.000Z  50  5.650 /_  291.6 /_
2010-04-05T04:15:00.000Z  75  5.650 /_  267.7 /_
2010-04-05T04:30:00.000Z  75  5.450 /_  252.5 /_
2010-04-05T04:45:00.000Z  75  4.750 /_  233.6 /_
2010-04-05T05:00:00.000Z   0  3.950 /_  241.0 /_
2010-04-05T05:15:00.000Z  75  3.650 /_  234.9 /_
2010-04-05T05:30:00.000Z  75  3.200 /_  229.8 /_
2010-04-05T05:45:00.000Z  75  4.150 /_  237.7 /_
2010-04-05T06:00:00.000Z  75  5.200 /_  239.5 /_
2010-04-05T06:15:00.000Z 100  5.700 /_  227.2 /_
2010-04-05T06:30:00.000Z   0  5.957 /_  230.9 /_
2010-04-05T06:45:00.000Z 100  6.203 /_  231.1 /_
2010-04-05T07:00:00.000Z 100  6.400 /_  236.2 /_
2010-04-05T07:30:00.000Z 100  7.353 /_  244.6 /_
2010-04-05T07:45:00.000Z 100  7.450 /_  245.1 /_
2010-04-05T08:00:00.000Z   0  7.800 /_  253.9 /_
2010-04-05T08:30:00.000Z  75  8.262 /_  269.2 /_
2010-04-05T08:45:00.000Z 100  8.475 /_  293.0 /_
2010-04-05T09:00:00.000Z  75  8.275 /_  326.5 /_
2010-04-05T09:15:00.000Z   0  8.025 /_  349.3 /_
2010-04-05T09:30:00.000Z   0  7.900 /_  372.7 /_
2010-04-05T09:45:00.000Z  75  7.050 /_  354.3 /_
2010-04-05T10:00:00.000Z 100  8.051 /_  408.3 /_
2010-04-05T10:15:00.000Z 100  7.775 /_  387.4 /_
2010-04-05T10:30:00.000Z 100  7.875 /_  324.3 /_
2010-04-05T10:45:00.000Z 100  8.075 /_  317.5 /_
2010-04-05T11:00:00.000Z 100  8.462 /_  312.2 /_
2010-04-05T11:15:00.000Z 100  8.825 /_  310.9 /_
2010-04-05T11:30:00.000Z 100  9.313 /_  311.2 /_
2010-04-05T11:45:00.000Z 100 10.613 /_  311.6 /_
2010-04-05T12:00:00.000Z 100 11.525 /_  306.2 /_
2010-04-05T12:15:00.000Z 100 11.675 /_  303.5 /_
2010-04-05T12:30:00.000Z  50 11.425 /_  309.3 /_
2010-04-05T12:45:00.000Z  50 10.975 /_  316.1 /_
2010-04-05T13:00:00.000Z  75 10.550 /_  310.0 /_
2010-04-05T13:15:00.000Z  75 10.250 /_  330.1 /_
2010-04-05T13:30:00.000Z  75 10.225 /_  337.4 /_
2010-04-05T13:45:00.000Z 100 10.113 /_  347.0 /_
2010-04-05T14:00:00.000Z 100  9.875 /_  356.3 /_
2010-04-05T14:15:00.000Z 100  9.600 /_  358.4 /_
2010-04-05T14:30:00.000Z 100  9.500 /_  373.8 /_
2010-04-05T14:45:00.000Z 100  9.450 /_  385.2 /_
2010-04-05T15:00:00.000Z  50  9.275 /_  388.5 /_
2010-04-05T16:15:00.000Z 100  9.288 /_  368.7 /_
2010-04-05T16:30:00.000Z  75  9.350 /_  319.9 /_
2010-04-05T16:45:00.000Z  75 10.100 /_  334.5 /_
2010-04-05T17:00:00.000Z 100 10.650 /_  324.4 /_
2010-04-05T17:15:00.000Z   0 10.650 /_    --- __
2010-04-05T17:30:00.000Z   0 11.300 /_    --- __
2010-04-05T17:45:00.000Z  50 11.400 /_  312.0 /_
2010-04-05T18:00:00.000Z  75 11.250 /_  334.9 /_
2010-04-05T18:15:00.000Z  33 10.550 /_  348.6 /_
2010-04-05T18:30:00.000Z  75  9.450 /_  332.2 /_
2010-04-05T18:45:00.000Z  75  9.300 /_  350.2 /_
2010-04-05T19:00:00.000Z 100  9.050 /_  368.1 /_
2010-04-05T19:15:00.000Z 100  8.850 /_  386.6 /_
2010-04-05T19:30:00.000Z 100  8.700 /_  378.4 /_
2010-04-05T19:45:00.000Z 100  8.850 /_  358.5 /_
2010-04-05T20:00:00.000Z  75  9.300 /_  347.3 /_
2010-04-05T20:15:00.000Z  50  9.300 /_  316.6 /_
2010-04-05T20:30:00.000Z  75  9.400 /_  296.7 /_
2010-04-05T20:45:00.000Z  75  9.350 /_  289.0 /_
2010-04-05T20:55:00.000Z 100  9.400 /_  287.4 /_
2010-04-05T21:15:00.000Z  75  9.150 /_  276.2 /_
2010-04-05T21:45:00.000Z 100  9.100 /_  284.1 /_
2010-04-05T22:00:00.000Z 100  8.800 /_  277.9 /_
2010-04-05T22:15:00.000Z  75  8.250 /_  283.0 /_
2010-04-05T22:30:00.000Z  75  7.950 /_  277.8 /_
2010-04-05T22:45:00.000Z  75  7.600 /_  282.8 /_
2010-04-05T23:00:00.000Z 100  7.300 /_  275.3 /_
2010-04-05T23:15:00.000Z 100  7.100 /_  275.9 /_
2010-04-05T23:30:00.000Z 100  6.900 /_  289.1 /_
2010-04-05T23:45:00.000Z 100  6.650 /_  299.8 /_
2010-04-06T00:00:00.000Z 100  6.550 /_  317.2 /_
2010-04-06T00:15:00.000Z 100  6.550 /_  327.0 /_
2010-04-06T00:30:00.000Z 100  6.550 /_  309.7 /_
2010-04-06T00:45:00.000Z 100  6.250 /_  293.6 /_
2010-04-06T01:00:00.000Z  75  6.150 /_  311.2 /_
2010-04-06T01:15:00.000Z 100  5.600 /_  285.3 /_
2010-04-06T01:30:00.000Z  75  5.400 /_  326.0 /_
2010-04-06T01:45:00.000Z 100  4.800 /_  292.4 /_
2010-04-06T02:00:00.000Z 100  4.450 /_  319.8 /_
2010-04-06T02:15:00.000Z 100  4.200 /_  300.7 /_
2010-04-06T02:30:00.000Z 100  3.900 /_  308.5 /_
2010-04-06T02:45:00.000Z 100  3.800 /_  312.9 /_
2010-04-06T03:00:00.000Z  75  3.750 /_  328.3 /_
2010-04-06T03:15:00.000Z 100  3.650 /_  302.6 /_
2010-04-06T03:30:00.000Z 100  3.600 /_  275.5 /_
2010-04-06T03:45:00.000Z 100  3.450 /_  257.1 /_
2010-04-06T04:00:00.000Z 100  3.200 /_  254.4 /_
2010-04-06T04:15:00.000Z 100  2.750 /_  244.7 /_
2010-04-06T04:30:00.000Z  50  2.200 /_  239.6 /_
2010-04-06T04:45:00.000Z 100  1.750 /_  233.6 /_
2010-04-06T05:15:00.000Z  75  2.100 /_  352.8 /_
2010-04-06T05:30:00.000Z  75  3.250 /_  288.9 /_
2010-04-06T05:45:00.000Z 100  4.350 /_  255.4 /_
2010-04-06T06:00:00.000Z 100  5.300 /_  241.9 /_
2010-04-06T06:15:00.000Z   0  5.900 /_  238.1 /_
2010-04-06T06:30:00.000Z 100  6.250 /_  242.8 /_
2010-04-06T06:45:00.000Z 100  6.613 /_  247.6 /_
2010-04-06T07:00:00.000Z 100  6.900 /_  253.1 /_
2010-04-06T07:15:00.000Z 100  7.200 /_  263.0 /_
2010-04-06T07:30:00.000Z   0  7.850 /_  271.4 /_
2010-04-06T07:45:00.000Z 100  8.250 /_  270.1 /_
2010-04-06T08:00:00.000Z  75  8.700 /_  275.8 /_
2010-04-06T08:15:00.000Z 100  9.150 /_  281.0 /_
2010-04-06T08:30:00.000Z 100  9.550 /_  288.5 /_
2010-04-06T08:45:00.000Z 100 10.025 /_  295.0 /_
2010-04-06T09:00:00.000Z 100  9.950 /_  301.1 /_
2010-04-06T09:15:00.000Z 100 10.100 /_  319.3 /_
2010-04-06T09:30:00.000Z 100 10.075 /_  332.9 /_
2010-04-06T09:45:00.000Z 100  9.925 /_  354.3 /_
2010-04-06T10:00:00.000Z 100  9.875 /_  381.7 /_
2010-04-06T10:15:00.000Z 100  9.550 /_  389.1 /_
2010-04-06T10:30:00.000Z 100  9.250 /_  421.7 /_
2010-04-06T10:45:00.000Z 100  8.925 /_  442.1 /_
2010-04-06T11:00:00.000Z  50  8.625 /_  463.2 /_
2010-04-06T11:15:00.000Z  75  8.100 /_  384.7 /_
2010-04-06T11:30:00.000Z 100  8.150 /_  372.7 /_
2010-04-06T11:45:00.000Z 100  8.100 /_  359.3 /_
2010-04-06T13:30:00.000Z 100  8.975 /_  379.2 /_
2010-04-06T14:00:00.000Z 100  9.025 /_  380.9 /_
2010-04-06T14:15:00.000Z 100  8.875 /_  359.0 /_
2010-04-06T14:30:00.000Z 100  8.825 /_  362.3 /_
2010-04-06T14:45:00.000Z 100  8.775 /_  385.2 /_
2010-04-06T15:00:00.000Z 100  8.875 /_  378.1 /_
2010-04-06T15:15:00.000Z 100  8.813 /_  369.9 /_
2010-04-06T15:30:00.000Z 100  8.925 /_  361.2 /_
2010-04-06T15:45:00.000Z 100  8.950 /_  346.3 /_
